,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,From,To,Class,Price
1981,Yes,0,Egg Free,2024-04-18,PA009,New York,Tokyo,Economy,2280.0
1984,Yes,2,Vegetarian,2024-02-03,PA008,Perth,New York,First Class,682.0
1985,Yes,1,Egg Free,2024-06-30,PA003,London,Perth,Premium Economy,1417.5
1987,Yes,2,Vegan,2024-04-13,PA009,New York,Tokyo,Business Class,783.6
1990,Yes,2,None,2024-07-27,PA009,New York,Tokyo,Economy,2625.0
1992,Yes,0,Dairy Free,2024-03-16,PA011,Perth,Tokyo,First Class,404.0
1993,Yes,0,None,2024-06-20,PA001,London,New York,Economy,2015.0
1994,Yes,1,Vegan,2024-03-02,PA007,New York,Perth,Business Class,475.2
1998,Yes,0,Vegetarian,2024-05-31,PA001,London,New York,Business Class,438.0
2000,Yes,3,Vegetarian,2024-04-28,PA002,New York,London,Business Class,807.6
2003,Yes,2,Vegetarian,2024-09-19,PA007,New York,Perth,Economy,2005.0
2005,Yes,0,Vegetarian,2024-12-05,PA003,London,Perth,Business Class,360.0
2006,Yes,1,Egg Free,2024-09-22,PA002,New York,London,Premium Economy,900.0
2007,Yes,1,Vegan,2024-05-25,PA003,London,Perth,Business Class,440.4
2008,Yes,3,Dairy Free,2024-10-18,PA003,London,Perth,Business Class,446.4
2009,Yes,3,Egg Free,2024-11-14,PA010,Tokyo,New York,First Class,415.0
2012,Yes,3,Dairy Free,2024-01-15,PA008,Perth,New York,Business Class,716.4
2014,Yes,3,None,2024-02-19,PA006,Tokyo,London,Economy,1920.0
2016,Yes,3,Vegan,2024-04-19,PA004,Perth,London,Economy,2015.0
2017,Yes,2,Egg Free,2024-05-02,PA009,New York,Tokyo,Premium Economy,1547.5
2018,Yes,2,Vegan,2024-10-27,PA008,Perth,New York,Premium Economy,1015.0
2019,Yes,1,Vegetarian,2024-07-26,PA007,New York,Perth,Premium Economy,747.5
2020,Yes,2,None,2024-02-07,PA003,London,Perth,First Class,378.0
2021,Yes,3,Egg Free,2024-11-01,PA010,Tokyo,New York,First Class,626.0
2022,Yes,1,None,2024-11-19,PA011,Perth,Tokyo,Economy,2370.0
2023,Yes,0,None,2024-07-25,PA002,New York,London,First Class,620.0
2026,Yes,3,Vegan,2024-10-30,PA001,London,New York,Business Class,692.4
2028,Yes,3,Nut Free,2024-05-14,PA007,New York,Perth,Business Class,586.8
2030,Yes,2,Egg Free,2024-01-20,PA002,New York,London,First Class,201.0
2033,Yes,1,Nut Free,2024-01-16,PA002,New York,London,First Class,421.0
2034,Yes,1,Vegan,2024-05-23,PA012,Tokyo,Perth,Economy,1780.0
2036,Yes,2,None,2024-08-10,PA008,Perth,New York,Premium Economy,1325.0
2039,Yes,1,Nut Free,2024-08-09,PA002,New York,London,First Class,323.0
2040,Yes,3,Vegan,2024-05-05,PA004,Perth,London,Premium Economy,962.5
2041,Yes,1,None,2024-04-23,PA003,London,Perth,Premium Economy,1575.0
2042,Yes,2,Nut Free,2024-05-20,PA002,New York,London,Premium Economy,1660.0
2043,Yes,1,Egg Free,2024-06-14,PA004,Perth,London,Premium Economy,1080.0
2046,Yes,3,Dairy Free,2024-01-29,PA001,London,New York,First Class,251.0
2047,Yes,1,Nut Free,2024-10-09,PA012,Tokyo,Perth,Economy,2285.0
2048,Yes,2,Nut Free,2024-03-02,PA012,Tokyo,Perth,Business Class,752.4
2049,Yes,3,Dairy Free,2024-08-03,PA008,Perth,New York,Economy,2255.0
2052,Yes,0,Dairy Free,2024-08-08,PA004,Perth,London,Premium Economy,1452.5
2053,Yes,0,Vegan,2024-12-04,PA012,Tokyo,Perth,Premium Economy,1015.0
2055,Yes,0,Egg Free,2024-02-01,PA004,Perth,London,Economy,2520.0
2058,Yes,1,Nut Free,2024-05-29,PA007,New York,Perth,Business Class,439.2
2060,Yes,3,Vegetarian,2024-08-21,PA003,London,Perth,Economy,1220.0
2064,Yes,0,None,2024-03-03,PA005,London,Tokyo,Economy,1225.0
2065,Yes,0,Nut Free,2024-05-22,PA003,London,Perth,Economy,3415.0
2068,Yes,2,Nut Free,2024-08-08,PA004,Perth,London,First Class,604.0
2069,Yes,3,Egg Free,2024-12-20,PA009,New York,Tokyo,Business Class,424.8
2070,Yes,1,Nut Free,2024-06-14,PA011,Perth,Tokyo,Economy,1545.0
2073,Yes,3,Vegan,2024-03-08,PA009,New York,Tokyo,Economy,2355.0
2074,Yes,0,None,2024-05-19,PA004,Perth,London,Premium Economy,1540.0
2076,Yes,2,Egg Free,2024-04-21,PA009,New York,Tokyo,Premium Economy,1315.0
2077,Yes,1,Vegan,2024-11-20,PA004,Perth,London,Business Class,818.4
2079,Yes,3,None,2024-10-10,PA007,New York,Perth,Premium Economy,1110.0
2080,Yes,3,Vegetarian,2024-09-26,PA009,New York,Tokyo,Economy,1350.0
2082,Yes,3,Nut Free,2024-02-13,PA005,London,Tokyo,Premium Economy,685.0
2084,Yes,2,Dairy Free,2024-01-27,PA010,Tokyo,New York,First Class,348.0
2086,Yes,2,Vegan,2024-02-17,PA001,London,New York,Business Class,397.2
2088,Yes,2,Nut Free,2024-01-31,PA005,London,Tokyo,Business Class,806.4
2091,Yes,0,Vegan,2024-11-13,PA006,Tokyo,London,Premium Economy,1440.0
2093,Yes,0,Vegetarian,2024-03-21,PA011,Perth,Tokyo,Premium Economy,502.5
2095,Yes,2,Egg Free,2024-06-07,PA008,Perth,New York,Premium Economy,1572.5
2097,Yes,1,Vegan,2024-07-18,PA006,Tokyo,London,Economy,1450.0
2098,Yes,2,Dairy Free,2024-01-06,PA003,London,Perth,Business Class,324.0
2099,Yes,2,Nut Free,2024-02-02,PA003,London,Perth,Business Class,578.4
2100,Yes,3,Egg Free,2024-12-29,PA011,Perth,Tokyo,Business Class,273.6
2101,Yes,3,Vegetarian,2024-09-23,PA009,New York,Tokyo,Business Class,619.1999999999999
2102,Yes,1,Vegetarian,2024-02-25,PA002,New York,London,Premium Economy,725.0
2106,Yes,2,Vegan,2024-04-04,PA012,Tokyo,Perth,Economy,2420.0
2107,Yes,0,Nut Free,2024-04-27,PA001,London,New York,Premium Economy,1045.0
2108,Yes,2,Vegan,2024-05-15,PA007,New York,Perth,Premium Economy,850.0
2110,Yes,3,None,2024-09-28,PA010,Tokyo,New York,Business Class,396.0
2111,Yes,3,Vegan,2024-01-22,PA007,New York,Perth,Economy,1350.0
2115,Yes,3,Vegan,2024-03-18,PA004,Perth,London,Premium Economy,702.5
2116,Yes,2,Vegan,2024-07-21,PA008,Perth,New York,First Class,543.0
2117,Yes,2,Nut Free,2024-07-15,PA012,Tokyo,Perth,Premium Economy,1422.5
2119,Yes,1,Dairy Free,2024-07-26,PA005,London,Tokyo,First Class,578.0
2120,Yes,3,Dairy Free,2024-02-24,PA005,London,Tokyo,Premium Economy,1560.0
2121,Yes,3,Egg Free,2024-03-02,PA012,Tokyo,Perth,Business Class,271.2
2128,Yes,2,Vegetarian,2024-12-26,PA003,London,Perth,Premium Economy,787.5
2130,Yes,1,Dairy Free,2024-04-07,PA006,Tokyo,London,Economy,2885.0
2132,Yes,1,Dairy Free,2024-01-19,PA010,Tokyo,New York,Business Class,728.4
2134,Yes,1,None,2024-08-29,PA008,Perth,New York,First Class,366.0
2135,Yes,0,None,2024-11-12,PA002,New York,London,First Class,553.0
2136,Yes,0,Vegetarian,2024-04-20,PA003,London,Perth,Business Class,654.0
2138,Yes,3,Vegan,2024-10-14,PA007,New York,Perth,Economy,1170.0
2139,Yes,1,Dairy Free,2024-09-14,PA004,Perth,London,Economy,2565.0
2140,Yes,2,None,2024-02-19,PA010,Tokyo,New York,Premium Economy,1297.5
2145,Yes,0,Vegetarian,2024-08-17,PA009,New York,Tokyo,Economy,1125.0
2146,Yes,3,None,2024-10-08,PA005,London,Tokyo,First Class,239.0
2147,Yes,0,None,2024-04-04,PA011,Perth,Tokyo,Premium Economy,1457.5
2151,Yes,0,Vegan,2024-05-20,PA003,London,Perth,Economy,1935.0
2155,Yes,3,Dairy Free,2024-08-24,PA008,Perth,New York,Business Class,326.4
2160,Yes,3,Vegan,2024-05-31,PA008,Perth,New York,First Class,601.0
2161,Yes,1,Nut Free,2024-02-18,PA011,Perth,Tokyo,Premium Economy,595.0
2164,Yes,0,Egg Free,2024-08-17,PA005,London,Tokyo,Economy,1895.0
2165,Yes,1,Nut Free,2024-03-27,PA001,London,New York,Economy,1630.0
2172,Yes,3,Vegan,2024-01-07,PA002,New York,London,Premium Economy,1227.5
2173,Yes,3,Vegan,2024-07-09,PA001,London,New York,Business Class,351.6
2182,Yes,3,Nut Free,2024-01-16,PA010,Tokyo,New York,Business Class,777.6
2183,Yes,3,Dairy Free,2024-09-05,PA002,New York,London,First Class,267.0
2184,Yes,0,Vegan,2024-01-02,PA010,Tokyo,New York,Business Class,572.4
2186,Yes,0,None,2024-11-16,PA011,Perth,Tokyo,Premium Economy,1180.0
2187,Yes,2,Vegan,2024-02-10,PA012,Tokyo,Perth,Economy,1745.0
2189,Yes,3,Nut Free,2024-06-29,PA005,London,Tokyo,First Class,617.0
2191,Yes,1,Vegan,2024-03-10,PA002,New York,London,Premium Economy,725.0
2192,Yes,0,Dairy Free,2024-08-19,PA010,Tokyo,New York,Business Class,452.4
2194,Yes,2,None,2024-10-14,PA010,Tokyo,New York,First Class,331.0
2195,Yes,0,Vegetarian,2024-08-14,PA011,Perth,Tokyo,Economy,1355.0
2196,Yes,3,None,2024-09-29,PA007,New York,Perth,Economy,3460.0
2197,Yes,3,Vegan,2024-06-21,PA005,London,Tokyo,First Class,238.0
2199,Yes,2,None,2024-01-03,PA004,Perth,London,First Class,620.0
2204,Yes,2,None,2024-11-30,PA004,Perth,London,Economy,3225.0
2205,Yes,2,Vegetarian,2024-04-30,PA001,London,New York,Economy,2925.0
2206,Yes,3,Dairy Free,2024-11-23,PA001,London,New York,Business Class,772.7999999999998
2210,Yes,2,Egg Free,2024-07-03,PA003,London,Perth,Premium Economy,555.0
2214,Yes,1,Egg Free,2024-11-05,PA002,New York,London,Premium Economy,1030.0
2217,Yes,2,Vegetarian,2024-06-26,PA003,London,Perth,Business Class,241.2
2220,Yes,2,Vegan,2024-03-16,PA005,London,Tokyo,Business Class,734.4
2221,Yes,2,Nut Free,2024-01-06,PA001,London,New York,Business Class,727.1999999999998
2223,Yes,0,Egg Free,2024-01-26,PA004,Perth,London,First Class,524.0
2224,Yes,1,Vegetarian,2024-08-25,PA011,Perth,Tokyo,Economy,2985.0
2225,Yes,3,Vegetarian,2024-10-11,PA005,London,Tokyo,Economy,1675.0
2226,Yes,3,None,2024-03-30,PA012,Tokyo,Perth,Business Class,272.4
2229,Yes,1,Vegetarian,2024-02-06,PA002,New York,London,Business Class,589.1999999999999
2230,Yes,0,None,2024-08-01,PA006,Tokyo,London,Business Class,789.6
2231,Yes,3,Dairy Free,2024-12-28,PA009,New York,Tokyo,Economy,2705.0
2234,Yes,3,Nut Free,2024-08-06,PA012,Tokyo,Perth,Business Class,442.8
2236,Yes,1,Vegetarian,2024-11-17,PA012,Tokyo,Perth,Premium Economy,1585.0
2239,Yes,2,Nut Free,2024-08-17,PA003,London,Perth,Business Class,532.8
2240,Yes,0,Vegetarian,2024-09-22,PA011,Perth,Tokyo,Economy,2035.0
2241,Yes,1,Nut Free,2024-10-24,PA003,London,Perth,Premium Economy,1037.5
2243,Yes,2,Nut Free,2024-11-28,PA012,Tokyo,Perth,Business Class,588.0
2244,Yes,0,None,2024-03-20,PA003,London,Perth,First Class,303.0
2245,Yes,2,Dairy Free,2024-08-13,PA004,Perth,London,Business Class,606.0
2246,Yes,2,Nut Free,2024-03-01,PA008,Perth,New York,First Class,471.0
2247,Yes,0,Dairy Free,2024-05-22,PA004,Perth,London,First Class,670.0
2248,Yes,2,Egg Free,2024-02-29,PA008,Perth,New York,Business Class,387.6
2253,Yes,1,None,2024-05-28,PA010,Tokyo,New York,Premium Economy,720.0
2256,Yes,0,Egg Free,2024-10-16,PA001,London,New York,Premium Economy,662.5
2259,Yes,1,Vegan,2024-12-17,PA007,New York,Perth,Economy,1295.0
2262,Yes,2,Vegan,2024-07-26,PA009,New York,Tokyo,First Class,225.0
2265,Yes,2,None,2024-12-28,PA008,Perth,New York,Premium Economy,542.5
2266,Yes,3,Egg Free,2024-09-20,PA005,London,Tokyo,Economy,2355.0
2269,Yes,1,Vegan,2024-10-02,PA006,Tokyo,London,Business Class,706.8
2270,Yes,1,Vegan,2024-04-02,PA003,London,Perth,First Class,667.0
2272,Yes,1,Egg Free,2024-02-09,PA010,Tokyo,New York,First Class,680.0
2274,Yes,2,Nut Free,2024-09-03,PA009,New York,Tokyo,Business Class,369.6
2275,Yes,3,Egg Free,2024-08-31,PA011,Perth,Tokyo,First Class,284.0
2277,Yes,3,Dairy Free,2024-01-21,PA001,London,New York,Business Class,552.0
2278,Yes,3,Egg Free,2024-08-10,PA006,Tokyo,London,First Class,234.0
2279,Yes,2,Dairy Free,2024-12-16,PA012,Tokyo,Perth,Premium Economy,552.5
2280,Yes,0,Vegan,2024-04-04,PA002,New York,London,Business Class,304.8
2282,Yes,0,Dairy Free,2024-10-13,PA009,New York,Tokyo,First Class,410.0
2284,Yes,0,Nut Free,2024-11-21,PA005,London,Tokyo,Economy,1665.0
2286,Yes,3,Nut Free,2024-06-23,PA001,London,New York,Premium Economy,582.5
2288,Yes,1,Vegetarian,2024-09-06,PA011,Perth,Tokyo,Premium Economy,710.0
2289,Yes,0,Egg Free,2024-02-21,PA003,London,Perth,Business Class,436.8
2292,Yes,1,Dairy Free,2024-10-08,PA011,Perth,Tokyo,Premium Economy,1360.0
2296,Yes,3,Nut Free,2024-11-11,PA008,Perth,New York,Premium Economy,1332.5
2297,Yes,0,Nut Free,2024-11-21,PA012,Tokyo,Perth,First Class,555.0
2298,Yes,0,Vegan,2024-06-08,PA009,New York,Tokyo,First Class,589.0
2301,Yes,1,Dairy Free,2024-11-26,PA012,Tokyo,Perth,First Class,495.0
2302,Yes,3,Vegetarian,2024-05-26,PA002,New York,London,Economy,3405.0
2304,Yes,2,Egg Free,2024-04-17,PA006,Tokyo,London,Business Class,550.8
2305,Yes,0,Nut Free,2024-08-30,PA008,Perth,New York,Business Class,602.4
2306,Yes,3,Egg Free,2024-01-06,PA007,New York,Perth,Premium Economy,1192.5
2308,Yes,1,Vegetarian,2024-08-04,PA007,New York,Perth,Premium Economy,1235.0
2310,Yes,2,None,2024-05-28,PA006,Tokyo,London,First Class,507.0
2312,Yes,2,Dairy Free,2024-04-02,PA011,Perth,Tokyo,First Class,506.0
2313,Yes,2,Vegan,2024-11-09,PA001,London,New York,Economy,1370.0
2314,Yes,1,None,2024-10-09,PA006,Tokyo,London,First Class,514.0
2316,Yes,3,Egg Free,2024-12-18,PA010,Tokyo,New York,Business Class,362.4
2318,Yes,0,Egg Free,2024-12-31,PA001,London,New York,Premium Economy,615.0
2323,Yes,1,None,2024-08-21,PA010,Tokyo,New York,First Class,421.0
2326,Yes,1,Vegan,2024-06-13,PA008,Perth,New York,First Class,632.0
2327,Yes,0,Egg Free,2024-12-04,PA005,London,Tokyo,First Class,256.0
2329,Yes,0,Vegetarian,2024-11-03,PA012,Tokyo,Perth,Premium Economy,1087.5
2330,Yes,1,Egg Free,2024-07-26,PA007,New York,Perth,Business Class,424.8
2331,Yes,0,None,2024-11-29,PA007,New York,Perth,Premium Economy,882.5
2332,Yes,3,None,2024-04-15,PA006,Tokyo,London,Premium Economy,1355.0
2333,Yes,0,Nut Free,2024-12-13,PA003,London,Perth,Business Class,364.8
2334,Yes,0,Dairy Free,2024-11-04,PA009,New York,Tokyo,Economy,2045.0
2336,Yes,3,Vegan,2024-08-20,PA009,New York,Tokyo,First Class,505.0
2337,Yes,3,Nut Free,2024-08-17,PA009,New York,Tokyo,Economy,2525.0
2340,Yes,2,Dairy Free,2024-05-23,PA011,Perth,Tokyo,Business Class,697.1999999999999
2341,Yes,0,Dairy Free,2024-08-25,PA003,London,Perth,Premium Economy,1207.5
2345,Yes,2,Vegetarian,2024-11-08,PA009,New York,Tokyo,Premium Economy,670.0
2346,Yes,2,Dairy Free,2024-01-27,PA011,Perth,Tokyo,Business Class,289.2
2347,Yes,2,Egg Free,2024-02-07,PA004,Perth,London,First Class,583.0
2349,Yes,2,None,2024-12-29,PA002,New York,London,Premium Economy,740.0
2353,Yes,0,Vegan,2024-09-25,PA012,Tokyo,Perth,First Class,485.0
2354,Yes,3,Vegan,2024-04-24,PA007,New York,Perth,First Class,673.0
2357,Yes,2,Vegetarian,2024-12-05,PA008,Perth,New York,Business Class,734.4
2359,Yes,2,Egg Free,2024-11-11,PA004,Perth,London,Economy,3405.0
2360,Yes,0,Vegetarian,2024-12-02,PA008,Perth,New York,First Class,288.0
2361,Yes,1,Egg Free,2024-07-14,PA005,London,Tokyo,Economy,2290.0
2365,Yes,0,None,2024-01-10,PA002,New York,London,Economy,3305.0
2368,Yes,1,Dairy Free,2024-08-23,PA003,London,Perth,Economy,2455.0
2370,Yes,1,Nut Free,2024-02-22,PA009,New York,Tokyo,Premium Economy,507.5
2371,Yes,1,Dairy Free,2024-05-28,PA007,New York,Perth,First Class,584.0
2372,Yes,1,Vegan,2024-01-04,PA011,Perth,Tokyo,Business Class,692.4
2374,Yes,2,Vegan,2024-04-02,PA004,Perth,London,First Class,280.0
2376,Yes,3,None,2024-09-25,PA004,Perth,London,Business Class,321.6
2377,Yes,1,Vegan,2024-07-30,PA001,London,New York,Premium Economy,560.0
2381,Yes,3,Vegan,2024-12-19,PA006,Tokyo,London,Business Class,529.1999999999999
2382,Yes,0,None,2024-10-11,PA005,London,Tokyo,First Class,633.0
2383,Yes,3,Vegan,2024-02-16,PA010,Tokyo,New York,Business Class,594.0
2384,Yes,1,Egg Free,2024-06-15,PA009,New York,Tokyo,Business Class,453.6
2394,Yes,1,None,2024-10-20,PA003,London,Perth,Business Class,656.4
2395,Yes,0,Vegan,2024-04-19,PA001,London,New York,Premium Economy,1287.5
2397,Yes,3,Dairy Free,2024-10-07,PA010,Tokyo,New York,First Class,583.0
2398,Yes,3,Vegetarian,2024-12-12,PA011,Perth,Tokyo,Economy,1165.0
2399,Yes,2,Egg Free,2024-12-09,PA007,New York,Perth,Premium Economy,1170.0
2401,Yes,3,Dairy Free,2024-04-13,PA009,New York,Tokyo,Economy,2110.0
2407,Yes,1,Egg Free,2024-01-16,PA003,London,Perth,Premium Economy,867.5
2410,Yes,2,Vegan,2024-03-11,PA004,Perth,London,Business Class,804.0
2413,Yes,2,Nut Free,2024-06-13,PA009,New York,Tokyo,First Class,519.0
2414,Yes,0,Vegetarian,2024-10-24,PA012,Tokyo,Perth,Business Class,700.8
2415,Yes,2,Nut Free,2024-03-31,PA001,London,New York,Business Class,553.1999999999999
2416,Yes,2,Egg Free,2024-02-21,PA008,Perth,New York,Premium Economy,1505.0
2419,Yes,2,Vegan,2024-10-11,PA006,Tokyo,London,Business Class,704.4
2424,Yes,2,None,2024-09-18,PA002,New York,London,First Class,630.0
2428,Yes,3,Egg Free,2024-10-25,PA004,Perth,London,First Class,313.0
2431,Yes,0,Dairy Free,2024-09-15,PA005,London,Tokyo,First Class,655.0
2433,Yes,1,Nut Free,2024-04-19,PA002,New York,London,Business Class,423.6
2437,Yes,3,Egg Free,2024-04-03,PA009,New York,Tokyo,Economy,3340.0
2438,Yes,2,Vegetarian,2024-06-02,PA007,New York,Perth,Business Class,408.0
2441,Yes,3,Nut Free,2024-06-10,PA010,Tokyo,New York,Premium Economy,1317.5
2442,Yes,2,Vegetarian,2024-01-08,PA012,Tokyo,Perth,Economy,3120.0
2447,Yes,0,Egg Free,2024-09-25,PA003,London,Perth,Premium Economy,572.5
2448,Yes,1,Vegan,2024-09-30,PA006,Tokyo,London,Premium Economy,1435.0
2449,Yes,3,Nut Free,2024-09-16,PA005,London,Tokyo,First Class,233.0
2450,Yes,2,Vegetarian,2024-07-29,PA008,Perth,New York,Business Class,520.8
2451,Yes,2,Dairy Free,2024-05-14,PA005,London,Tokyo,First Class,239.0
2453,Yes,1,Vegetarian,2024-11-18,PA007,New York,Perth,Premium Economy,600.0
2454,Yes,2,Egg Free,2024-05-27,PA009,New York,Tokyo,Economy,1520.0
2456,Yes,0,Nut Free,2024-07-15,PA008,Perth,New York,Business Class,316.8
2457,Yes,2,Vegetarian,2024-11-16,PA009,New York,Tokyo,Economy,2290.0
2461,Yes,1,Nut Free,2024-01-11,PA012,Tokyo,Perth,First Class,269.0
2464,Yes,2,None,2024-02-12,PA011,Perth,Tokyo,Business Class,504.0
2467,Yes,1,Vegan,2024-02-24,PA008,Perth,New York,Economy,1500.0
2468,Yes,1,Nut Free,2024-01-28,PA011,Perth,Tokyo,Business Class,512.4
2469,Yes,2,Vegetarian,2024-02-08,PA009,New York,Tokyo,Premium Economy,585.0
2472,Yes,2,Nut Free,2024-07-19,PA008,Perth,New York,Business Class,463.2
2473,Yes,1,Dairy Free,2024-08-20,PA006,Tokyo,London,Premium Economy,1325.0
2474,Yes,2,None,2024-11-19,PA007,New York,Perth,Premium Economy,1372.5
2479,Yes,1,Nut Free,2024-03-22,PA005,London,Tokyo,First Class,340.0
2481,Yes,0,Nut Free,2024-02-14,PA004,Perth,London,Business Class,678.0
2482,Yes,3,Egg Free,2024-10-20,PA004,Perth,London,First Class,616.0
2485,Yes,3,None,2024-12-08,PA002,New York,London,First Class,333.0
2486,Yes,0,None,2024-04-17,PA009,New York,Tokyo,Premium Economy,1000.0
2488,Yes,2,None,2024-02-04,PA001,London,New York,Premium Economy,537.5
2489,Yes,2,Nut Free,2024-01-29,PA010,Tokyo,New York,First Class,413.0
2492,Yes,3,Dairy Free,2024-04-27,PA003,London,Perth,Premium Economy,965.0
2493,Yes,0,Vegetarian,2024-05-09,PA010,Tokyo,New York,Premium Economy,1725.0
2494,Yes,0,None,2024-12-23,PA002,New York,London,Premium Economy,1475.0
2496,Yes,0,Vegetarian,2024-04-15,PA004,Perth,London,Premium Economy,1582.5
2497,Yes,2,Nut Free,2024-12-23,PA004,Perth,London,Business Class,399.6
2499,Yes,2,Nut Free,2024-08-27,PA012,Tokyo,Perth,Premium Economy,1312.5
2501,Yes,3,Dairy Free,2024-11-02,PA005,London,Tokyo,Economy,1170.0
2506,Yes,3,Egg Free,2024-07-21,PA007,New York,Perth,Business Class,746.4
2507,Yes,2,Dairy Free,2024-08-15,PA009,New York,Tokyo,Business Class,608.4
2511,Yes,3,Nut Free,2024-11-11,PA009,New York,Tokyo,First Class,456.0
2513,Yes,1,Egg Free,2024-04-26,PA012,Tokyo,Perth,Premium Economy,1735.0
2516,Yes,3,Nut Free,2024-04-26,PA002,New York,London,Business Class,338.4
2517,Yes,3,Egg Free,2024-05-19,PA005,London,Tokyo,First Class,341.0
2518,Yes,2,None,2024-07-04,PA008,Perth,New York,Business Class,622.8
2519,Yes,0,Egg Free,2024-03-11,PA005,London,Tokyo,Business Class,708.0
2522,Yes,2,Egg Free,2024-02-15,PA005,London,Tokyo,Business Class,309.6
2523,Yes,0,Vegetarian,2024-04-18,PA007,New York,Perth,Premium Economy,1282.5
2524,Yes,2,Egg Free,2024-10-27,PA010,Tokyo,New York,First Class,695.0
2529,Yes,2,None,2024-03-24,PA004,Perth,London,Economy,1810.0
2532,Yes,2,Vegan,2024-01-30,PA007,New York,Perth,Economy,2815.0
2533,Yes,0,Nut Free,2024-11-04,PA011,Perth,Tokyo,Premium Economy,1145.0
2536,Yes,0,Egg Free,2024-08-03,PA005,London,Tokyo,First Class,334.0
2537,Yes,0,Vegan,2024-11-21,PA012,Tokyo,Perth,Economy,1265.0
2538,Yes,3,Nut Free,2024-11-12,PA009,New York,Tokyo,Premium Economy,652.5
2539,Yes,0,Egg Free,2024-02-28,PA003,London,Perth,First Class,415.0
2541,Yes,1,Dairy Free,2024-06-02,PA003,London,Perth,Business Class,711.6
2542,Yes,2,Vegetarian,2024-08-09,PA012,Tokyo,Perth,Economy,1270.0
2543,Yes,1,Nut Free,2024-03-16,PA007,New York,Perth,Economy,3010.0
2545,Yes,0,Dairy Free,2024-06-04,PA005,London,Tokyo,Business Class,799.1999999999998
2548,Yes,2,Dairy Free,2024-10-28,PA006,Tokyo,London,Economy,1055.0
2549,Yes,3,Vegetarian,2024-12-09,PA007,New York,Perth,Premium Economy,1650.0
2553,Yes,0,Vegetarian,2024-10-18,PA006,Tokyo,London,Premium Economy,1722.5
2557,Yes,0,Vegan,2024-04-27,PA006,Tokyo,London,Premium Economy,805.0
2559,Yes,1,Dairy Free,2024-05-16,PA006,Tokyo,London,First Class,307.0
2560,Yes,3,Vegetarian,2024-04-24,PA006,Tokyo,London,Premium Economy,855.0
2561,Yes,3,Dairy Free,2024-01-29,PA009,New York,Tokyo,Premium Economy,1227.5
2563,Yes,0,Egg Free,2024-08-06,PA003,London,Perth,Economy,1715.0
2564,Yes,1,Vegetarian,2024-12-11,PA012,Tokyo,Perth,Business Class,634.8
2567,Yes,3,Vegetarian,2024-10-15,PA004,Perth,London,Economy,1405.0
2569,Yes,0,Nut Free,2024-09-17,PA003,London,Perth,Business Class,411.6
2572,Yes,0,Vegetarian,2024-11-18,PA010,Tokyo,New York,Business Class,800.4
2576,Yes,0,Egg Free,2024-01-29,PA009,New York,Tokyo,Economy,1995.0
2577,Yes,1,Vegan,2024-03-25,PA011,Perth,Tokyo,First Class,201.0
2578,Yes,1,Egg Free,2024-12-22,PA002,New York,London,First Class,525.0
2579,Yes,2,Vegetarian,2024-07-26,PA009,New York,Tokyo,Economy,2685.0
2580,Yes,3,Dairy Free,2024-08-24,PA006,Tokyo,London,First Class,303.0
2581,Yes,1,Egg Free,2024-01-10,PA010,Tokyo,New York,Premium Economy,927.5
2583,Yes,3,Egg Free,2024-10-06,PA003,London,Perth,Premium Economy,1047.5
2584,Yes,0,Vegetarian,2024-08-22,PA012,Tokyo,Perth,Business Class,675.6
2588,Yes,1,Dairy Free,2024-05-23,PA003,London,Perth,Economy,2815.0
2589,Yes,0,None,2024-02-09,PA001,London,New York,Economy,2700.0
2590,Yes,1,Vegetarian,2024-06-13,PA006,Tokyo,London,Economy,1945.0
2594,Yes,0,None,2024-09-19,PA010,Tokyo,New York,Economy,2720.0
2595,Yes,3,Dairy Free,2024-03-23,PA012,Tokyo,Perth,Economy,2015.0
2596,Yes,3,Dairy Free,2024-11-07,PA006,Tokyo,London,First Class,215.0
2597,Yes,1,Nut Free,2024-05-16,PA005,London,Tokyo,Business Class,487.2
2598,Yes,1,Egg Free,2024-08-15,PA003,London,Perth,Business Class,496.8
2599,Yes,3,None,2024-07-12,PA007,New York,Perth,First Class,411.0
2600,Yes,1,Vegetarian,2024-06-17,PA001,London,New York,First Class,462.0
2601,Yes,2,None,2024-12-17,PA010,Tokyo,New York,First Class,224.0
2602,Yes,3,Egg Free,2024-08-23,PA009,New York,Tokyo,First Class,530.0
2606,Yes,0,Egg Free,2024-11-10,PA006,Tokyo,London,Premium Economy,1702.5
2607,Yes,3,Egg Free,2024-04-23,PA008,Perth,New York,Economy,2630.0
2612,Yes,1,None,2024-10-05,PA006,Tokyo,London,First Class,659.0
2614,Yes,0,Egg Free,2024-04-12,PA012,Tokyo,Perth,Premium Economy,1222.5
2617,Yes,3,Dairy Free,2024-01-13,PA007,New York,Perth,First Class,571.0
2618,Yes,2,Egg Free,2024-06-17,PA004,Perth,London,Premium Economy,500.0
2620,Yes,1,None,2024-05-15,PA001,London,New York,Business Class,699.6
2621,Yes,2,Vegetarian,2024-02-19,PA011,Perth,Tokyo,Economy,2810.0
2622,Yes,3,Vegetarian,2024-03-25,PA002,New York,London,Economy,2325.0
2623,Yes,0,Nut Free,2024-10-21,PA001,London,New York,Economy,2000.0
