,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,From,To,Class,Price
2096,No,2,Vegetarian,2024-03-29,PA008,Perth,New York,First Class,240.0
2103,No,2,Vegetarian,2024-08-27,PA010,Tokyo,New York,Business Class,639.6
2104,No,1,Dairy Free,2024-09-29,PA007,New York,Perth,Premium Economy,1480.0
2105,No,1,Dairy Free,2024-08-02,PA001,London,New York,Premium Economy,1077.5
2109,No,3,Nut Free,2024-05-03,PA008,Perth,New York,Business Class,589.1999999999999
2112,No,0,Vegetarian,2024-11-03,PA008,Perth,New York,Premium Economy,1205.0
2113,No,2,Egg Free,2024-09-18,PA006,Tokyo,London,Business Class,570.0
2114,No,3,Vegan,2024-06-01,PA009,New York,Tokyo,Economy,3270.0
2118,No,3,Nut Free,2024-01-27,PA007,New York,Perth,Economy,2300.0
2122,No,2,None,2024-12-20,PA006,Tokyo,London,Business Class,409.2
2123,No,1,Vegetarian,2024-11-05,PA005,London,Tokyo,Business Class,453.6
2124,No,3,Nut Free,2024-07-29,PA001,London,New York,Business Class,441.6
2125,No,1,None,2024-12-05,PA002,New York,London,Business Class,732.0
2126,No,1,Egg Free,2024-11-02,PA002,New York,London,Economy,2465.0
2127,No,2,Vegetarian,2024-08-22,PA007,New York,Perth,First Class,415.0
2129,No,1,Nut Free,2024-10-07,PA008,Perth,New York,Economy,2235.0
2131,No,0,Vegetarian,2024-10-22,PA004,Perth,London,First Class,548.0
2133,No,3,None,2024-02-11,PA009,New York,Tokyo,Premium Economy,1412.5
2137,No,1,Vegetarian,2024-04-29,PA006,Tokyo,London,Economy,1450.0
2141,No,1,Dairy Free,2024-05-03,PA010,Tokyo,New York,Business Class,388.8
2142,No,3,Vegetarian,2024-09-29,PA007,New York,Perth,Economy,1580.0
2143,No,2,None,2024-02-26,PA007,New York,Perth,First Class,255.0
2144,No,1,Vegan,2024-10-13,PA005,London,Tokyo,Business Class,409.2
2148,No,0,Vegetarian,2024-11-28,PA010,Tokyo,New York,First Class,327.0
2149,No,0,Vegan,2024-09-28,PA002,New York,London,Economy,1025.0
2150,No,1,Vegetarian,2024-03-21,PA002,New York,London,Business Class,799.1999999999998
2152,No,2,Vegan,2024-10-16,PA012,Tokyo,Perth,Premium Economy,1012.5
2153,No,1,Nut Free,2024-05-05,PA007,New York,Perth,Economy,2995.0
2154,No,3,None,2024-12-24,PA004,Perth,London,Business Class,819.6
2156,No,1,Vegetarian,2024-03-17,PA001,London,New York,Business Class,432.0
2157,No,2,Nut Free,2024-06-07,PA011,Perth,Tokyo,First Class,668.0
2158,No,2,Dairy Free,2024-11-24,PA009,New York,Tokyo,Premium Economy,570.0
2159,No,0,None,2024-10-27,PA006,Tokyo,London,Economy,2955.0
2162,No,2,Egg Free,2024-06-29,PA003,London,Perth,First Class,675.0
2163,No,2,Nut Free,2024-03-25,PA007,New York,Perth,Economy,1930.0
2166,No,2,Vegetarian,2024-11-28,PA006,Tokyo,London,Economy,1065.0
2167,No,3,None,2024-12-13,PA009,New York,Tokyo,Economy,1760.0
2168,No,3,Vegetarian,2024-05-26,PA010,Tokyo,New York,Economy,1815.0
2169,No,1,Vegetarian,2024-07-15,PA011,Perth,Tokyo,Premium Economy,1147.5
2170,No,3,Dairy Free,2024-05-18,PA009,New York,Tokyo,Premium Economy,1377.5
2171,No,0,Vegan,2024-09-19,PA005,London,Tokyo,Economy,2605.0
2174,No,2,None,2024-03-09,PA011,Perth,Tokyo,First Class,224.0
2175,No,2,Vegan,2024-01-04,PA007,New York,Perth,Business Class,756.0
2176,No,2,Vegetarian,2024-12-26,PA011,Perth,Tokyo,First Class,328.0
2177,No,2,Nut Free,2024-12-11,PA001,London,New York,Premium Economy,997.5
2178,No,1,Dairy Free,2024-05-03,PA009,New York,Tokyo,Economy,3160.0
2179,No,3,Egg Free,2024-04-06,PA008,Perth,New York,Business Class,751.1999999999998
2180,No,3,Nut Free,2024-11-23,PA011,Perth,Tokyo,Economy,2440.0
2181,No,3,Nut Free,2024-10-19,PA006,Tokyo,London,First Class,256.0
2185,No,2,Dairy Free,2024-02-15,PA004,Perth,London,Economy,1460.0
2188,No,0,Egg Free,2024-01-15,PA002,New York,London,Economy,1560.0
2190,No,0,Nut Free,2024-01-05,PA004,Perth,London,Business Class,463.2
2193,No,0,Vegetarian,2024-03-06,PA003,London,Perth,First Class,629.0
2198,No,1,Egg Free,2024-05-08,PA005,London,Tokyo,First Class,671.0
2200,No,2,Nut Free,2024-03-08,PA007,New York,Perth,First Class,248.0
2201,No,0,Dairy Free,2024-12-11,PA005,London,Tokyo,First Class,237.0
2202,No,2,Nut Free,2024-01-06,PA006,Tokyo,London,First Class,222.0
2203,No,0,Nut Free,2024-04-16,PA006,Tokyo,London,Business Class,410.4
2207,No,3,Nut Free,2024-10-27,PA003,London,Perth,Premium Economy,1055.0
2208,No,0,Egg Free,2024-08-23,PA003,London,Perth,Premium Economy,1237.5
2209,No,3,Vegan,2024-06-16,PA005,London,Tokyo,Economy,1445.0
2211,No,1,None,2024-07-27,PA011,Perth,Tokyo,Business Class,687.6
2212,No,2,Egg Free,2024-12-26,PA012,Tokyo,Perth,First Class,690.0
2213,No,2,Nut Free,2024-06-13,PA004,Perth,London,Premium Economy,1377.5
2215,No,3,Vegan,2024-12-05,PA001,London,New York,Economy,2335.0
2216,No,3,Vegetarian,2024-04-02,PA008,Perth,New York,Business Class,466.8
2218,No,1,Vegan,2024-12-13,PA007,New York,Perth,Business Class,784.7999999999998
2219,No,1,Nut Free,2024-10-20,PA001,London,New York,First Class,579.0
2222,No,1,None,2024-10-09,PA003,London,Perth,Economy,3220.0
2227,No,2,None,2024-05-07,PA010,Tokyo,New York,Economy,1610.0
2228,No,2,Nut Free,2024-02-04,PA012,Tokyo,Perth,Business Class,712.8
2232,No,2,Egg Free,2024-06-11,PA006,Tokyo,London,Business Class,711.6
2233,No,2,Egg Free,2024-12-16,PA005,London,Tokyo,First Class,238.0
2235,No,0,Vegetarian,2024-08-09,PA001,London,New York,Premium Economy,657.5
2237,No,1,None,2024-05-25,PA004,Perth,London,First Class,212.0
2238,No,0,Vegan,2024-07-13,PA002,New York,London,First Class,664.0
2242,No,0,Dairy Free,2024-03-31,PA004,Perth,London,Economy,1340.0
2249,No,3,Nut Free,2024-11-11,PA003,London,Perth,Business Class,270.0
2250,No,0,Vegetarian,2024-01-22,PA006,Tokyo,London,Business Class,447.6
2251,No,1,None,2024-04-21,PA012,Tokyo,Perth,Economy,1375.0
2252,No,1,Dairy Free,2024-09-12,PA002,New York,London,Economy,1925.0
2254,No,3,Nut Free,2024-08-31,PA007,New York,Perth,Business Class,710.4
2255,No,1,Nut Free,2024-11-16,PA007,New York,Perth,Economy,3425.0
2257,No,1,None,2024-05-07,PA008,Perth,New York,First Class,644.0
2258,No,3,Dairy Free,2024-09-25,PA006,Tokyo,London,First Class,514.0
2260,No,3,Dairy Free,2024-06-13,PA001,London,New York,Economy,2920.0
2261,No,1,None,2024-01-17,PA010,Tokyo,New York,Premium Economy,1255.0
2263,No,2,Vegan,2024-02-26,PA006,Tokyo,London,Business Class,696.0
2264,No,2,Vegan,2024-12-18,PA004,Perth,London,Economy,3170.0
2267,No,2,Dairy Free,2024-12-25,PA006,Tokyo,London,First Class,443.0
2268,No,2,None,2024-11-02,PA010,Tokyo,New York,Premium Economy,1695.0
2271,No,2,Egg Free,2024-02-22,PA005,London,Tokyo,Economy,3360.0
2273,No,0,Vegetarian,2024-06-22,PA011,Perth,Tokyo,Business Class,820.7999999999998
2276,No,2,Vegan,2024-03-18,PA006,Tokyo,London,First Class,651.0
2281,No,3,Vegetarian,2024-05-12,PA012,Tokyo,Perth,Premium Economy,1290.0
2283,No,1,Egg Free,2024-07-23,PA004,Perth,London,Business Class,688.8
2285,No,1,Dairy Free,2024-05-16,PA007,New York,Perth,Business Class,676.8
2287,No,1,Dairy Free,2024-04-30,PA004,Perth,London,Business Class,240.0
2290,No,3,Vegetarian,2024-09-20,PA012,Tokyo,Perth,Economy,2635.0
2291,No,0,None,2024-08-05,PA010,Tokyo,New York,Premium Economy,555.0
2293,No,2,Vegan,2024-06-01,PA012,Tokyo,Perth,First Class,647.0
2294,No,3,Egg Free,2024-04-15,PA006,Tokyo,London,Business Class,568.8
2295,No,2,Nut Free,2024-01-11,PA002,New York,London,Economy,2705.0
2299,No,1,Nut Free,2024-02-07,PA012,Tokyo,Perth,Premium Economy,750.0
2300,No,0,Vegan,2024-04-03,PA007,New York,Perth,Premium Economy,997.5
2303,No,0,Egg Free,2024-03-06,PA004,Perth,London,Economy,1130.0
2307,No,2,Vegetarian,2024-01-20,PA009,New York,Tokyo,First Class,256.0
2309,No,0,Dairy Free,2024-09-05,PA001,London,New York,Economy,1930.0
2311,No,1,None,2024-07-01,PA006,Tokyo,London,Business Class,477.6
2315,No,2,Dairy Free,2024-04-15,PA010,Tokyo,New York,Economy,2935.0
2317,No,1,Egg Free,2024-05-09,PA010,Tokyo,New York,Business Class,246.0
2319,No,0,Vegan,2024-01-17,PA003,London,Perth,First Class,563.0
2320,No,1,Vegan,2024-04-27,PA012,Tokyo,Perth,Economy,3190.0
2321,No,0,Vegetarian,2024-05-11,PA012,Tokyo,Perth,Economy,3190.0
2322,No,2,Vegan,2024-10-18,PA007,New York,Perth,Business Class,555.6
2324,No,0,Egg Free,2024-03-07,PA003,London,Perth,Premium Economy,1330.0
2325,No,2,Nut Free,2024-06-10,PA001,London,New York,Premium Economy,925.0
2328,No,0,Vegan,2024-04-12,PA010,Tokyo,New York,Business Class,778.7999999999998
2335,No,2,Nut Free,2024-02-22,PA008,Perth,New York,Economy,2390.0
2338,No,1,Vegan,2024-04-02,PA002,New York,London,Business Class,525.6
2339,No,2,None,2024-03-11,PA006,Tokyo,London,Business Class,764.4
2342,No,1,Vegetarian,2024-03-22,PA012,Tokyo,Perth,Economy,1030.0
2343,No,3,Egg Free,2024-09-11,PA011,Perth,Tokyo,Economy,2905.0
2344,No,3,Vegetarian,2024-05-02,PA008,Perth,New York,Economy,1255.0
2348,No,2,Vegetarian,2024-03-29,PA003,London,Perth,Premium Economy,1700.0
2350,No,0,Vegan,2024-06-25,PA005,London,Tokyo,Premium Economy,1032.5
2351,No,2,None,2024-01-22,PA008,Perth,New York,First Class,230.0
2352,No,1,Vegetarian,2024-04-23,PA006,Tokyo,London,Business Class,483.6
2355,No,1,Vegan,2024-10-25,PA005,London,Tokyo,Economy,3125.0
2356,No,3,Vegan,2024-11-17,PA001,London,New York,Economy,2100.0
2358,No,3,Egg Free,2024-10-23,PA009,New York,Tokyo,Premium Economy,1500.0
2362,No,1,Vegetarian,2024-12-05,PA010,Tokyo,New York,Premium Economy,932.5
2363,No,2,Vegan,2024-05-26,PA011,Perth,Tokyo,Premium Economy,1542.5
2364,No,2,Vegan,2024-06-13,PA005,London,Tokyo,Economy,1480.0
2366,No,1,Dairy Free,2024-12-28,PA012,Tokyo,Perth,First Class,241.0
2367,No,0,Dairy Free,2024-06-04,PA007,New York,Perth,First Class,252.0
2369,No,3,Vegan,2024-10-06,PA001,London,New York,Economy,1615.0
2373,No,1,None,2024-05-05,PA008,Perth,New York,First Class,352.0
2375,No,1,Vegetarian,2024-12-29,PA002,New York,London,Business Class,643.1999999999999
2378,No,0,Vegan,2024-07-08,PA003,London,Perth,Premium Economy,1657.5
2379,No,2,Vegetarian,2024-05-03,PA002,New York,London,First Class,627.0
2380,No,1,None,2024-03-29,PA012,Tokyo,Perth,Premium Economy,1475.0
2385,No,2,Nut Free,2024-12-16,PA006,Tokyo,London,Business Class,410.4
2386,No,0,Dairy Free,2024-09-03,PA006,Tokyo,London,Premium Economy,1352.5
2387,No,2,Dairy Free,2024-06-17,PA010,Tokyo,New York,Premium Economy,1175.0
2388,No,1,Vegan,2024-09-01,PA002,New York,London,Premium Economy,1320.0
2389,No,2,None,2024-10-11,PA011,Perth,Tokyo,Business Class,450.0
2390,No,0,None,2024-02-06,PA005,London,Tokyo,Business Class,465.6
2391,No,1,Vegan,2024-06-21,PA008,Perth,New York,Business Class,511.2
2392,No,2,Vegetarian,2024-08-16,PA001,London,New York,Business Class,549.6
2393,No,3,Vegan,2024-09-04,PA007,New York,Perth,Business Class,595.1999999999999
2396,No,2,Vegetarian,2024-06-21,PA007,New York,Perth,Economy,1955.0
2400,No,3,None,2024-06-12,PA002,New York,London,First Class,453.0
2402,No,3,Vegetarian,2024-09-10,PA008,Perth,New York,Economy,2570.0
2403,No,3,None,2024-04-17,PA004,Perth,London,First Class,597.0
2404,No,3,Dairy Free,2024-03-02,PA001,London,New York,Premium Economy,1022.5
2405,No,1,Dairy Free,2024-07-16,PA005,London,Tokyo,Economy,3340.0
2406,No,3,Nut Free,2024-10-03,PA011,Perth,Tokyo,Business Class,776.4
2408,No,2,Vegetarian,2024-12-10,PA012,Tokyo,Perth,First Class,314.0
2409,No,0,Vegetarian,2024-11-12,PA008,Perth,New York,Economy,2700.0
2411,No,3,None,2024-11-04,PA001,London,New York,Business Class,448.8
2412,No,1,Nut Free,2024-07-15,PA007,New York,Perth,Business Class,735.6
2417,No,3,Vegetarian,2024-01-11,PA001,London,New York,First Class,440.0
2418,No,3,Vegan,2024-04-07,PA005,London,Tokyo,Economy,2690.0
2420,No,1,Vegan,2024-12-15,PA005,London,Tokyo,Premium Economy,560.0
2421,No,2,Vegan,2024-05-23,PA006,Tokyo,London,Premium Economy,1677.5
2422,No,1,Egg Free,2024-09-15,PA007,New York,Perth,Premium Economy,1112.5
2423,No,1,Vegetarian,2024-09-23,PA010,Tokyo,New York,Economy,2350.0
2425,No,2,None,2024-01-15,PA005,London,Tokyo,Economy,2660.0
2426,No,3,Vegan,2024-10-30,PA011,Perth,Tokyo,Economy,2280.0
2427,No,1,Egg Free,2024-12-04,PA003,London,Perth,First Class,333.0
2429,No,0,Vegan,2024-02-04,PA005,London,Tokyo,Economy,3005.0
2430,No,3,Egg Free,2024-11-01,PA001,London,New York,Economy,2780.0
2432,No,1,Nut Free,2024-01-09,PA012,Tokyo,Perth,Economy,2990.0
2434,No,0,Dairy Free,2024-08-12,PA003,London,Perth,Premium Economy,920.0
2435,No,1,None,2024-04-25,PA004,Perth,London,First Class,238.0
2436,No,0,Dairy Free,2024-09-14,PA007,New York,Perth,Economy,2925.0
2439,No,0,Nut Free,2024-08-13,PA005,London,Tokyo,Premium Economy,1425.0
2440,No,2,Nut Free,2024-07-04,PA005,London,Tokyo,Economy,2700.0
2443,No,2,Egg Free,2024-07-22,PA002,New York,London,Economy,3455.0
2444,No,0,Vegan,2024-02-18,PA005,London,Tokyo,Business Class,387.6
2445,No,2,Nut Free,2024-07-20,PA011,Perth,Tokyo,Business Class,744.0
2446,No,0,Nut Free,2024-07-10,PA001,London,New York,Economy,1910.0
2452,No,3,Nut Free,2024-11-02,PA012,Tokyo,Perth,First Class,342.0
2455,No,3,None,2024-06-30,PA007,New York,Perth,Business Class,680.4
2458,No,1,Nut Free,2024-09-06,PA002,New York,London,Economy,1495.0
2459,No,0,Vegan,2024-08-08,PA009,New York,Tokyo,Economy,3130.0
2460,No,3,Dairy Free,2024-11-03,PA007,New York,Perth,Economy,2325.0
2462,No,3,Nut Free,2024-08-03,PA003,London,Perth,First Class,507.0
2463,No,0,None,2024-09-10,PA004,Perth,London,Business Class,570.0
2465,No,2,None,2024-08-14,PA001,London,New York,First Class,691.0
2466,No,2,Vegetarian,2024-07-22,PA011,Perth,Tokyo,Premium Economy,1682.5
2470,No,0,Vegetarian,2024-01-03,PA003,London,Perth,Business Class,283.2
2471,No,2,None,2024-12-27,PA008,Perth,New York,Economy,3315.0
2475,No,3,Dairy Free,2024-07-31,PA003,London,Perth,Economy,1450.0
2476,No,3,Nut Free,2024-12-27,PA007,New York,Perth,Economy,1670.0
2477,No,2,Egg Free,2024-08-03,PA011,Perth,Tokyo,Premium Economy,795.0
2478,No,2,Egg Free,2024-05-20,PA008,Perth,New York,Premium Economy,1642.5
2480,No,3,Dairy Free,2024-03-04,PA005,London,Tokyo,Business Class,459.6
2483,No,0,Vegetarian,2024-06-13,PA008,Perth,New York,Business Class,625.1999999999999
2484,No,1,Vegan,2024-07-01,PA003,London,Perth,Business Class,490.8
2487,No,2,Vegetarian,2024-03-11,PA009,New York,Tokyo,Business Class,592.8
2490,No,0,Dairy Free,2024-12-18,PA004,Perth,London,Economy,1855.0
2491,No,1,Dairy Free,2024-09-30,PA012,Tokyo,Perth,Economy,1845.0
2495,No,1,Vegan,2024-12-21,PA005,London,Tokyo,First Class,385.0
2498,No,3,Vegetarian,2024-01-29,PA004,Perth,London,Business Class,700.8
2500,No,3,Vegetarian,2024-02-15,PA012,Tokyo,Perth,Economy,3375.0
2502,No,3,Egg Free,2024-04-29,PA005,London,Tokyo,Economy,2070.0
2503,No,1,Nut Free,2024-02-12,PA012,Tokyo,Perth,Business Class,304.8
2504,No,3,Vegetarian,2024-04-26,PA001,London,New York,Premium Economy,932.5
2505,No,0,Nut Free,2024-01-28,PA006,Tokyo,London,Business Class,776.4
2508,No,1,Nut Free,2024-07-04,PA011,Perth,Tokyo,Premium Economy,777.5
2509,No,1,Vegetarian,2024-03-03,PA005,London,Tokyo,Business Class,568.8
2510,No,2,None,2024-04-22,PA011,Perth,Tokyo,Economy,1175.0
2512,No,1,Vegetarian,2024-03-02,PA008,Perth,New York,Economy,3300.0
2514,No,0,None,2024-09-02,PA012,Tokyo,Perth,Economy,2980.0
2515,No,1,Nut Free,2024-08-13,PA002,New York,London,Economy,3180.0
2520,No,2,Vegetarian,2024-05-17,PA006,Tokyo,London,Business Class,248.4
2521,No,1,Nut Free,2024-02-05,PA006,Tokyo,London,First Class,570.0
2525,No,1,Vegan,2024-01-18,PA001,London,New York,Business Class,518.4
2526,No,2,Vegan,2024-02-29,PA009,New York,Tokyo,Business Class,284.4
2527,No,3,Egg Free,2024-03-13,PA007,New York,Perth,First Class,373.0
2528,No,2,Vegetarian,2024-03-13,PA008,Perth,New York,Economy,2635.0
2530,No,2,Vegetarian,2024-01-02,PA005,London,Tokyo,Economy,1215.0
2531,No,3,Nut Free,2024-10-07,PA001,London,New York,Premium Economy,940.0
2534,No,2,Dairy Free,2024-08-25,PA011,Perth,Tokyo,Economy,3195.0
2535,No,2,Vegan,2024-11-02,PA009,New York,Tokyo,First Class,258.0
2540,No,0,Vegan,2024-06-12,PA005,London,Tokyo,Economy,2435.0
2544,No,0,Vegan,2024-11-27,PA005,London,Tokyo,Business Class,734.4
2546,No,0,Vegetarian,2024-12-08,PA003,London,Perth,Economy,1800.0
2547,No,3,Dairy Free,2024-06-04,PA010,Tokyo,New York,First Class,362.0
2550,No,0,Vegan,2024-08-08,PA008,Perth,New York,Premium Economy,555.0
2551,No,0,Nut Free,2024-05-06,PA011,Perth,Tokyo,Business Class,368.4
2552,No,0,Nut Free,2024-11-10,PA006,Tokyo,London,Economy,2100.0
2554,No,1,Vegan,2024-07-08,PA002,New York,London,Premium Economy,965.0
2555,No,3,Vegetarian,2024-05-15,PA003,London,Perth,Premium Economy,540.0
2556,No,3,Vegan,2024-01-23,PA008,Perth,New York,First Class,432.0
2558,No,1,Vegan,2024-04-21,PA006,Tokyo,London,First Class,257.0
2562,No,3,None,2024-02-07,PA010,Tokyo,New York,Economy,1450.0
2565,No,2,Dairy Free,2024-11-25,PA010,Tokyo,New York,First Class,589.0
2566,No,1,Vegan,2024-03-12,PA005,London,Tokyo,Business Class,708.0
2568,No,2,Dairy Free,2024-09-09,PA004,Perth,London,First Class,453.0
2570,No,0,Dairy Free,2024-02-24,PA009,New York,Tokyo,Business Class,340.8
2571,No,1,Vegetarian,2024-11-13,PA010,Tokyo,New York,Premium Economy,742.5
2573,No,1,Vegan,2024-04-28,PA003,London,Perth,Business Class,348.0
2574,No,2,Nut Free,2024-09-29,PA007,New York,Perth,Business Class,256.8
2575,No,0,None,2024-05-18,PA004,Perth,London,Economy,1090.0
2582,No,2,Egg Free,2024-08-19,PA006,Tokyo,London,Economy,1645.0
2585,No,3,None,2024-12-07,PA009,New York,Tokyo,Premium Economy,1615.0
2586,No,0,None,2024-08-29,PA006,Tokyo,London,First Class,640.0
2587,No,1,Egg Free,2024-10-11,PA002,New York,London,Economy,2275.0
2591,No,3,None,2024-05-21,PA012,Tokyo,Perth,Economy,2440.0
2592,No,1,Vegan,2024-11-10,PA009,New York,Tokyo,First Class,472.0
2593,No,3,Egg Free,2024-11-11,PA006,Tokyo,London,First Class,678.0
2603,No,0,Nut Free,2024-10-17,PA001,London,New York,Premium Economy,535.0
2604,No,0,None,2024-05-20,PA009,New York,Tokyo,First Class,279.0
2605,No,0,None,2024-02-07,PA009,New York,Tokyo,Business Class,670.8
2608,No,1,Vegetarian,2024-04-19,PA012,Tokyo,Perth,First Class,227.0
2609,No,2,Vegan,2024-07-29,PA008,Perth,New York,First Class,485.0
2610,No,1,Vegan,2024-05-15,PA003,London,Perth,Business Class,325.2
2611,No,3,Nut Free,2024-01-24,PA005,London,Tokyo,Premium Economy,1197.5
2613,No,3,Dairy Free,2024-09-20,PA004,Perth,London,First Class,427.0
2615,No,0,Vegan,2024-02-01,PA009,New York,Tokyo,Premium Economy,592.5
2616,No,0,Dairy Free,2024-10-23,PA003,London,Perth,Economy,3465.0
2619,No,1,None,2024-08-29,PA006,Tokyo,London,Business Class,720.0
2624,No,1,Vegan,2024-02-25,PA011,Perth,Tokyo,Economy,1400.0
2625,No,1,Nut Free,2024-03-09,PA003,London,Perth,Business Class,584.4
2626,No,2,Vegan,2024-11-11,PA011,Perth,Tokyo,First Class,551.0
2630,No,2,None,2024-04-12,PA007,New York,Perth,Business Class,464.4
2632,No,3,Vegetarian,2024-04-12,PA007,New York,Perth,Economy,1725.0
2635,No,3,Dairy Free,2024-08-22,PA008,Perth,New York,Premium Economy,1275.0
2639,No,2,Nut Free,2024-07-03,PA003,London,Perth,Economy,2285.0
2643,No,2,Dairy Free,2024-02-10,PA007,New York,Perth,First Class,459.0
2644,No,0,Dairy Free,2024-08-04,PA003,London,Perth,Premium Economy,1700.0
2645,No,2,Nut Free,2024-09-30,PA002,New York,London,Premium Economy,897.5
2646,No,3,Nut Free,2024-10-01,PA007,New York,Perth,Premium Economy,885.0
2648,No,3,Vegan,2024-06-24,PA004,Perth,London,Business Class,570.0
2650,No,2,Egg Free,2024-09-16,PA004,Perth,London,Premium Economy,1437.5
2651,No,1,Vegetarian,2024-09-06,PA001,London,New York,Business Class,393.6
2653,No,3,Vegetarian,2024-05-15,PA004,Perth,London,Business Class,445.2
2654,No,3,Egg Free,2024-08-19,PA008,Perth,New York,Economy,2035.0
2657,No,0,None,2024-02-24,PA003,London,Perth,Economy,3275.0
2661,No,1,Vegetarian,2024-05-19,PA006,Tokyo,London,Premium Economy,1307.5
2663,No,1,None,2024-12-17,PA012,Tokyo,Perth,Economy,2030.0
2664,No,0,None,2024-08-01,PA009,New York,Tokyo,Economy,1530.0
2668,No,1,Vegan,2024-05-16,PA004,Perth,London,Premium Economy,687.5
2671,No,3,Dairy Free,2024-01-27,PA004,Perth,London,Economy,1580.0
2673,No,3,Vegan,2024-11-15,PA012,Tokyo,Perth,Economy,2670.0
2675,No,3,Nut Free,2024-09-03,PA011,Perth,Tokyo,First Class,310.0
2677,No,2,Vegetarian,2024-11-11,PA005,London,Tokyo,Premium Economy,1062.5
2682,No,0,Vegan,2024-10-31,PA006,Tokyo,London,First Class,261.0
2684,No,2,Dairy Free,2024-06-29,PA003,London,Perth,Economy,2320.0
2687,No,0,Vegan,2024-11-04,PA008,Perth,New York,Premium Economy,1135.0
2688,No,3,Dairy Free,2024-09-24,PA011,Perth,Tokyo,Business Class,498.0
2689,No,0,None,2024-02-24,PA010,Tokyo,New York,First Class,628.0
2691,No,2,Vegetarian,2024-07-07,PA011,Perth,Tokyo,Business Class,291.6
2693,No,3,Vegan,2024-04-03,PA006,Tokyo,London,Business Class,740.4
2694,No,1,Vegetarian,2024-08-24,PA012,Tokyo,Perth,Business Class,693.6
2696,No,3,Nut Free,2024-07-26,PA006,Tokyo,London,Economy,2030.0
2698,No,1,Vegan,2024-03-11,PA011,Perth,Tokyo,Economy,2630.0
2700,No,1,Egg Free,2024-08-18,PA008,Perth,New York,Premium Economy,617.5
2701,No,2,Vegan,2024-12-15,PA010,Tokyo,New York,Premium Economy,1727.5
2702,No,3,Egg Free,2024-04-15,PA002,New York,London,Economy,1720.0
2704,No,1,Egg Free,2024-11-26,PA006,Tokyo,London,Premium Economy,1237.5
2706,No,0,Vegetarian,2024-11-27,PA001,London,New York,Business Class,543.6
2709,No,3,None,2024-11-23,PA008,Perth,New York,Business Class,454.8
2710,No,1,None,2024-03-03,PA001,London,New York,First Class,522.0
2711,No,2,Vegan,2024-05-10,PA006,Tokyo,London,First Class,609.0
2713,No,2,None,2024-07-12,PA011,Perth,Tokyo,Economy,2825.0
2715,No,3,Vegetarian,2024-12-03,PA011,Perth,Tokyo,Business Class,570.0
2716,No,0,Nut Free,2024-02-19,PA010,Tokyo,New York,Premium Economy,1502.5
2718,No,0,Egg Free,2024-06-09,PA011,Perth,Tokyo,Economy,2245.0
2719,No,2,Egg Free,2024-01-30,PA007,New York,Perth,Business Class,516.0
2720,No,1,Dairy Free,2024-07-24,PA008,Perth,New York,Business Class,594.0
2721,No,0,Vegan,2024-08-17,PA006,Tokyo,London,Economy,1505.0
2722,No,2,Vegetarian,2024-07-31,PA004,Perth,London,Economy,2575.0
2725,No,0,Egg Free,2024-01-11,PA009,New York,Tokyo,Business Class,388.8
2726,No,1,None,2024-04-16,PA012,Tokyo,Perth,Business Class,752.4
2729,No,1,Dairy Free,2024-06-23,PA006,Tokyo,London,Business Class,439.2
2730,No,1,Egg Free,2024-11-18,PA004,Perth,London,Economy,2790.0
2731,No,3,Vegetarian,2024-01-02,PA008,Perth,New York,Business Class,811.1999999999998
2734,No,3,Vegan,2024-04-25,PA009,New York,Tokyo,Business Class,240.0
2735,No,1,Vegetarian,2024-12-27,PA008,Perth,New York,Economy,1050.0
2739,No,2,Vegan,2024-07-05,PA004,Perth,London,Premium Economy,877.5
2741,No,3,Vegan,2024-11-05,PA001,London,New York,Economy,1350.0
2745,No,1,Egg Free,2024-09-14,PA001,London,New York,Premium Economy,1625.0
2749,No,0,Dairy Free,2024-10-29,PA007,New York,Perth,Economy,3200.0
2753,No,3,Vegan,2024-08-01,PA011,Perth,Tokyo,First Class,414.0
2754,No,2,Vegan,2024-05-13,PA006,Tokyo,London,Business Class,313.2
2755,No,1,Vegetarian,2024-03-19,PA008,Perth,New York,Economy,3305.0
2756,No,3,Vegan,2024-04-13,PA001,London,New York,Business Class,590.4
2758,No,0,Vegan,2024-09-08,PA012,Tokyo,Perth,Business Class,792.0
2759,No,2,Dairy Free,2024-10-22,PA008,Perth,New York,Premium Economy,965.0
2760,No,0,Egg Free,2024-05-30,PA003,London,Perth,Business Class,493.2
2762,No,1,Nut Free,2024-07-09,PA006,Tokyo,London,First Class,600.0
2764,No,0,Egg Free,2024-08-28,PA012,Tokyo,Perth,Business Class,410.4
2765,No,1,Egg Free,2024-10-24,PA009,New York,Tokyo,Premium Economy,777.5
2770,No,0,Dairy Free,2024-09-03,PA012,Tokyo,Perth,Premium Economy,1652.5
2771,No,2,Vegetarian,2024-10-18,PA004,Perth,London,First Class,275.0
2774,No,0,Vegetarian,2024-11-22,PA010,Tokyo,New York,Economy,3375.0
2776,No,3,Egg Free,2024-02-10,PA010,Tokyo,New York,Economy,3455.0
2778,No,0,Egg Free,2024-04-07,PA011,Perth,Tokyo,Premium Economy,910.0
2784,No,0,Vegetarian,2024-06-05,PA009,New York,Tokyo,First Class,243.0
2786,No,1,Egg Free,2024-04-23,PA008,Perth,New York,Economy,2760.0
